168,DB00336,Nitrofural,approved; investigational; vet_approved,NC(=O)N\N=C\C1=CC=C(O1)[N+]([O-])=O
169,DB00337,Pimecrolimus,approved; investigational,[H][C@]1(CC[C@H](Cl)[C@@H](C1)OC)\C=C(/C)[C@@]1([H])OC(=O)[C@]2([H])CCCCN2C(=O)C(=O)[C@]2(O)O[C@@]([H])([C@H](C[C@H]2C)OC)[C@H](C[C@@H](C)C\C(C)=C\[C@@H](CC)C(=O)C[C@H](O)[C@H]1C)OC
170,DB00338,Omeprazole,approved; investigational; vet_approved,COC1=CC2=C(C=C1)N=C(N2)S(=O)CC1=NC=C(C)C(OC)=C1C
171,DB00339,Pyrazinamide,approved; investigational,NC(=O)C1=NC=CN=C1
172,DB00340,Metixene,approved,CN1CCCC(CC2C3=CC=CC=C3SC3=CC=CC=C23)C1
173,DB00341,Cetirizine,approved,OC(=O)COCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1
174,DB00343,Diltiazem,approved; investigational,COC1=CC=C(C=C1)[C@@H]1SC2=C(C=CC=C2)N(CCN(C)C)C(=O)[C@@H]1OC(C)=O
175,DB00344,Protriptyline,approved,CNCCCC1C2=CC=CC=C2C=CC2=CC=CC=C12
176,DB00345,Aminohippuric acid,approved; investigational,NC1=CC=C(C=C1)C(=O)NCC(O)=O
177,DB00346,Alfuzosin,approved; investigational,COC1=CC2=C(C=C1OC)C(N)=NC(=N2)N(C)CCCNC(=O)C1CCCO1
178,DB00347,Trimethadione,approved,CN1C(=O)OC(C)(C)C1=O
179,DB00349,Clobazam,approved; illicit,CN1C2=C(C=C(Cl)C=C2)N(C2=CC=CC=C2)C(=O)CC1=O
180,DB00350,Minoxidil,approved; investigational,NC1=CC(=NC(N)=[N+]1[O-])N1CCCCC1
181,DB00351,Megestrol acetate,approved; investigational; vet_approved,[H][C@@]12CC[C@](OC(C)=O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C=C(C)C2=CC(=O)CC[C@]12C
182,DB00352,Tioguanine,approved,NC1=NC(=S)C2=C(N1)N=CN2
183,DB00353,Methylergometrine,approved,[H][C@@]12CC3=CNC4=CC=CC(=C34)C1=C[C@H](CN2C)C(=O)N[C@@H](CC)CO
184,DB00354,Buclizine,approved,CC(C)(C)C1=CC=C(CN2CCN(CC2)C(C2=CC=CC=C2)C2=CC=C(Cl)C=C2)C=C1
185,DB00355,Aztreonam,approved,C[C@H]1[C@H](NC(=O)C(=N/OC(C)(C)C(=O)O)\C2=CSC([NH3+])=N2)C(=O)N1S([O-])(=O)=O
186,DB00356,Chlorzoxazone,approved,ClC1=CC2=C(OC(=O)N2)C=C1
187,DB00357,Aminoglutethimide,approved; investigational,CCC1(CCC(=O)NC1=O)C1=CC=C(N)C=C1
188,DB00358,Mefloquine,approved; investigational,OC(C1CCCCN1)C1=CC(=NC2=C1C=CC=C2C(F)(F)F)C(F)(F)F
189,DB00359,Sulfadiazine,approved; investigational; vet_approved,NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CC=N1
190,DB00360,Sapropterin,approved; investigational,[H][C@@]1(CNC2=C(N1)C(=O)NC(N)=N2)[C@@H](O)[C@H](C)O
191,DB00361,Vinorelbine,approved; investigational,[H][C@@]12N(C)C3=CC(OC)=C(C=C3[C@@]11CCN3CC=C[C@](CC)([C@@]13[H])[C@@]([H])(OC(C)=O)[C@]2(O)C(=O)OC)[C@]1(C[C@@]2([H])CN(CC(CC)=C2)CC2=C1NC1=CC=CC=C21)C(=O)OC
192,DB00362,Anidulafungin,approved; investigational,[H][C@]1(NC(=O)[C@@H](NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)[C@H](C[C@@H](O)[C@@H](O)NC(=O)[C@@H]2[C@@H](O)[C@@H](C)CN2C1=O)NC(=O)C1=CC=C(C=C1)C1=CC=C(C=C1)C1=CC=C(OCCCCC)C=C1)[C@@H](C)O)[C@H](O)[C@@H](O)C1=CC=C(O)C=C1)[C@@H](C)O
193,DB00363,Clozapine,approved,CN1CCN(CC1)C1=NC2=CC(Cl)=CC=C2NC2=CC=CC=C12
194,DB00364,Sucralfate,approved,O.O[Al](O)O.O[Al](O)OS(=O)(=O)OC[C@H]1O[C@@](COS(=O)(=O)O[Al](O)O)(O[C@H]2O[C@H](COS(=O)(=O)O[Al](O)O)[C@@H](OS(=O)(=O)O[Al](O)O)[C@H](OS(=O)(=O)O[Al](O)O)[C@H]2OS(=O)(=O)O[Al](O)O)[C@@H](OS(=O)(=O)O[Al](O)O)[C@@H]1OS(=O)(=O)O[Al](O)O
195,DB00366,Doxylamine,approved; vet_approved,CN(C)CCOC(C)(C1=CC=CC=C1)C1=CC=CC=N1
196,DB00367,Levonorgestrel,approved; investigational,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H]
197,DB00368,Norepinephrine,approved,NC[C@H](O)C1=CC(O)=C(O)C=C1
198,DB00369,Cidofovir,approved,NC1=NC(=O)N(C[C@@H](CO)OCP(O)(O)=O)C=C1
199,DB00370,Mirtazapine,approved,CN1CCN2C(C1)C1=CC=CC=C1CC1=C2N=CC=C1
200,DB00371,Meprobamate,approved; illicit,CCCC(C)(COC(N)=O)COC(N)=O
201,DB00373,Timolol,approved,[H][C@](O)(CNC(C)(C)C)COC1=NSN=C1N1CCOCC1
202,DB00374,Treprostinil,approved; investigational,[H][C@]12C[C@@H](O)[C@H](CC[C@@H](O)CCCCC)[C@@]1([H])CC1=C(C2)C(OCC(O)=O)=CC=C1
203,DB00375,Colestipol,approved,
204,DB00376,Trihexyphenidyl,approved,OC(CCN1CCCCC1)(C1CCCCC1)C1=CC=CC=C1
205,DB00377,Palonosetron,approved; investigational,[H][C@]12CCCC3=C1C(=CC=C3)C(=O)N(C2)[C@@H]1CN2CCC1CC2
206,DB00378,Dydrogesterone,approved; investigational; withdrawn,[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@]1([H])[C@@]2([H])C=CC2=CC(=O)CC[C@@]12C
207,DB00379,Mexiletine,approved; investigational,CC(N)COC1=C(C)C=CC=C1C
208,DB00380,Dexrazoxane,approved; withdrawn,C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1
209,DB00381,Amlodipine,approved,CCOC(=O)C1=C(COCCN)NC(C)=C(C1C1=CC=CC=C1Cl)C(=O)OC
210,DB00384,Triamterene,approved,NC1=NC(N)=C2N=C(C(N)=NC2=N1)C1=CC=CC=C1
211,DB00385,Valrubicin,approved,[H][C@@]1(C[C@@](O)(CC2=C(O)C3=C(C(O)=C12)C(=O)C1=C(OC)C=CC=C1C3=O)C(=O)COC(=O)CCCC)O[C@H]1C[C@H](NC(=O)C(F)(F)F)[C@H](O)[C@H](C)O1
212,DB00387,Procyclidine,approved,OC(CCN1CCCC1)(C1CCCCC1)C1=CC=CC=C1
213,DB00388,Phenylephrine,approved,CNC[C@H](O)C1=CC(O)=CC=C1
214,DB00389,Carbimazole,approved; investigational,CCOC(=O)N1C=CN(C)C1=S
215,DB00390,Digoxin,approved,[H][C@]12CC[C@]3([H])[C@]([H])(C[C@@H](O)[C@]4(C)[C@H](CC[C@]34O)C3=CC(=O)OC3)[C@@]1(C)CC[C@@H](C2)O[C@H]1C[C@H](O)[C@H](O[C@H]2C[C@H](O)[C@H](O[C@H]3C[C@H](O)[C@H](O)[C@@H](C)O3)[C@@H](C)O2)[C@@H](C)O1
216,DB00391,Sulpiride,approved; investigational,CCN1CCCC1CNC(=O)C1=C(OC)C=CC(=C1)S(N)(=O)=O
217,DB00392,Profenamine,approved,CCN(CC)C(C)CN1C2=CC=CC=C2SC2=CC=CC=C12
218,DB00393,Nimodipine,approved; investigational,COCCOC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC(C)C
219,DB00394,Beclomethasone dipropionate,approved; investigational,[H][C@@]12C[C@H](C)[C@](OC(=O)CC)(C(=O)COC(=O)CC)[C@@]1(C)C[C@H](O)[C@@]1(Cl)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C
220,DB00395,Carisoprodol,approved,CCCC(C)(COC(N)=O)COC(=O)NC(C)C
221,DB00396,Progesterone,approved; vet_approved,[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C
222,DB00397,Phenylpropanolamine,approved; vet_approved; withdrawn,[H][C@@](C)(N)[C@]([H])(O)C1=CC=CC=C1
223,DB00398,Sorafenib,approved; investigational,CNC(=O)C1=NC=CC(OC2=CC=C(NC(=O)NC3=CC(=C(Cl)C=C3)C(F)(F)F)C=C2)=C1
224,DB00399,Zoledronic acid,approved,OC(CN1C=CN=C1)(P(O)(O)=O)P(O)(O)=O
225,DB00400,Griseofulvin,approved; investigational; vet_approved,COC1=CC(OC)=C(Cl)C2=C1C(=O)[C@]1(O2)[C@H](C)CC(=O)C=C1OC
226,DB00401,Nisoldipine,approved,COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC=C1[N+]([O-])=O)C(=O)OCC(C)C
227,DB00402,Eszopiclone,approved; investigational,CN1CCN(CC1)C(=O)O[C@@H]1N(C(=O)C2=NC=CN=C12)C1=NC=C(Cl)C=C1
228,DB00404,Alprazolam,approved; illicit; investigational,CC1=NN=C2CN=C(C3=CC=CC=C3)C3=C(C=CC(Cl)=C3)N12
229,DB00405,Dexbrompheniramine,approved,CN(C)CC[C@@H](C1=CC=C(Br)C=C1)C1=CC=CC=N1
230,DB00408,Loxapine,approved,CN1CCN(CC1)C1=NC2=CC=CC=C2OC2=C1C=C(Cl)C=C2
231,DB00409,Remoxipride,approved; withdrawn,CCN1CCC[C@H]1CNC(=O)C1=C(OC)C=CC(Br)=C1OC
232,DB00410,Mupirocin,approved; investigational; vet_approved,C[C@H](O)[C@H](C)[C@@H]1O[C@H]1C[C@H]1CO[C@@H](C\C(C)=C\C(=O)OCCCCCCCCC(O)=O)[C@H](O)[C@@H]1O
233,DB00411,Carbamoylcholine,approved,C[N+](C)(C)CCOC(N)=O
234,DB00412,Rosiglitazone,approved; investigational,CN(CCOC1=CC=C(CC2SC(=O)NC2=O)C=C1)C1=CC=CC=N1
235,DB00413,Pramipexole,approved; investigational,CCCN[C@H]1CCC2=C(C1)SC(N)=N2
236,DB00415,Ampicillin,approved; vet_approved,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=CC=C1)C(O)=O
237,DB00417,Phenoxymethylpenicillin,approved; vet_approved,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)COC1=CC=CC=C1)C(O)=O
238,DB00418,Secobarbital,approved; vet_approved,CCCC(C)C1(CC=C)C(=O)NC(=O)NC1=O
239,DB00419,Miglustat,approved,CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO
240,DB00420,Promazine,approved; vet_approved,CN(C)CCCN1C2=CC=CC=C2SC2=CC=CC=C12
241,DB00421,Spironolactone,approved,[H][C@@]12CC[C@@]3(CCC(=O)O3)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])[C@@]([H])(CC2=CC(=O)CC[C@]12C)SC(C)=O
242,DB00422,Methylphenidate,approved; investigational,COC(=O)C(C1CCCCN1)C1=CC=CC=C1
243,DB00423,Methocarbamol,approved; vet_approved,COC1=C(OCC(O)COC(N)=O)C=CC=C1
244,DB00424,Hyoscyamine,approved,CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)[C@H](CO)C1=CC=CC=C1
245,DB00425,Zolpidem,approved,CN(C)C(=O)CC1=C(N=C2C=CC(C)=CN12)C1=CC=C(C)C=C1
246,DB00426,Famciclovir,approved; investigational,CC(=O)OCC(CCN1C=NC2=CN=C(N)N=C12)COC(C)=O
247,DB00427,Triprolidine,approved,CC1=CC=C(C=C1)C(=C/CN1CCCC1)\C1=CC=CC=N1
248,DB00428,Streptozocin,approved; investigational,CN(N=O)C(=O)N[C@H]1[C@@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O
249,DB00429,Carboprost tromethamine,approved,NC(CO)(CO)CO.CCCCC[C@](C)(O)\C=C\[C@H]1[C@H](O)C[C@H](O)[C@@H]1C\C=C/CCCC(O)=O
250,DB00430,Cefpiramide,approved,[H][C@]12SCC(CSC3=NN=NN3C)=C(N1C(=O)[C@@]2([H])NC(=O)[C@H](NC(=O)C1=C(O)C=C(C)N=C1)C1=CC=C(O)C=C1)C(O)=O
251,DB00432,Trifluridine,approved; investigational,OC[C@H]1O[C@H](C[C@@H]1O)N1C=C(C(=O)NC1=O)C(F)(F)F
252,DB00433,Prochlorperazine,approved; vet_approved,CN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(Cl)C=C3)CC1
253,DB00434,Cyproheptadine,approved,CN1CCC(CC1)=C1C2=CC=CC=C2C=CC2=CC=CC=C12
254,DB00435,Nitric Oxide,approved,[N]=O
255,DB00436,Bendroflumethiazide,approved,NS(=O)(=O)C1=CC2=C(NC(CC3=CC=CC=C3)NS2(=O)=O)C=C1C(F)(F)F
256,DB00437,Allopurinol,approved,OC1=NC=NC2=C1C=NN2
257,DB00438,Ceftazidime,approved,[O-]C(=O)C1=C(CS[C@]2([H])[C@H](NC(=O)C(=N/OC(C)(C)C(O)=O)\C3=CSC(N)=N3)C(=O)N12)C[N+]1=CC=CC=C1
258,DB00440,Trimethoprim,approved; vet_approved,COC1=CC(CC2=CN=C(N)N=C2N)=CC(OC)=C1OC
259,DB00441,Gemcitabine,approved,NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)C1(F)F
260,DB00442,Entecavir,approved; investigational,NC1=NC(=O)C2=C(N1)N(C=N2)[C@H]1C[C@H](O)[C@@H](CO)C1=C
261,DB00443,Betamethasone,approved; vet_approved,[H][C@@]12C[C@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C
262,DB00444,Teniposide,approved,[H][C@]12COC(=O)[C@]1([H])[C@H](C1=CC(OC)=C(O)C(OC)=C1)C1=C(C=C3OCOC3=C1)[C@H]2O[C@]1([H])O[C@]2([H])CO[C@H](O[C@@]2([H])[C@H](O)[C@H]1O)C1=CC=CS1
263,DB00445,Epirubicin,approved,COC1=CC=CC2=C1C(=O)C1=C(O)C3=C(C[C@](O)(C[C@@H]3O[C@H]3C[C@H](N)[C@@H](O)[C@H](C)O3)C(=O)CO)C(O)=C1C2=O
264,DB00446,Chloramphenicol,approved; vet_approved,OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)C1=CC=C(C=C1)[N+]([O-])=O
265,DB00448,Lansoprazole,approved; investigational,CC1=C(OCC(F)(F)F)C=CN=C1CS(=O)C1=NC2=CC=CC=C2N1
266,DB00449,Dipivefrin,approved,CNCC(O)C1=CC(OC(=O)C(C)(C)C)=C(OC(=O)C(C)(C)C)C=C1
267,DB00450,Droperidol,approved; vet_approved,FC1=CC=C(C=C1)C(=O)CCCN1CCC(=CC1)N1C(=O)NC2=CC=CC=C12
268,DB00451,Levothyroxine,approved,N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1)C(O)=O
269,DB00452,Framycetin,approved,NC[C@@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3N)[C@@H]2O)[C@H](N)[C@@H](O)[C@@H]1O
270,DB00454,Meperidine,approved,CCOC(=O)C1(CCN(C)CC1)C1=CC=CC=C1
271,DB00455,Loratadine,approved; investigational,CCOC(=O)N1CCC(CC1)=C1C2=C(CCC3=C1N=CC=C3)C=C(Cl)C=C2
272,DB00456,Cefalotin,approved; investigational; vet_approved,[H][C@@]1(NC(=O)CC2=CC=CS2)C(=O)N2C(C(O)=O)=C(COC(C)=O)CS[C@]12[H]
273,DB00457,Prazosin,approved,COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N1CCN(CC1)C(=O)C1=CC=CO1
274,DB00458,Imipramine,approved,CN(C)CCCN1C2=CC=CC=C2CCC2=CC=CC=C12
275,DB00459,Acitretin,approved,COC1=C(C)C(C)=C(\C=C\C(\C)=C\C=C\C(\C)=C\C(O)=O)C(C)=C1
276,DB00460,Verteporfin,approved; investigational,COC(=O)CCC1=C2NC(\C=C3/N=C(/C=C4\N\C(=C/C5=N/C(=C\2)/C(CCC(O)=O)=C5C)C(C=C)=C4C)C2=CC=C([C@@H](C(=O)OC)[C@@]32C)C(=O)OC)=C1C
277,DB00461,Nabumetone,approved,COC1=CC2=C(C=C1)C=C(CCC(C)=O)C=C2
278,DB00465,Ketorolac,approved,OC(=O)C1CCN2C1=CC=C2C(=O)C1=CC=CC=C1
279,DB00467,Enoxacin,approved; investigational,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(N=C12)N1CCNCC1
280,DB00468,Quinine,approved,[H][C@]1(C[C@@H]2CC[N@]1C[C@@H]2C=C)[C@H](O)C1=CC=NC2=CC=C(OC)C=C12
281,DB00469,Tenoxicam,approved,CN1C(C(=O)NC2=CC=CC=N2)=C(O)C2=C(C=CS2)S1(=O)=O
282,DB00470,Dronabinol,approved; illicit,[H][C@@]12C=C(C)CC[C@@]1([H])C(C)(C)OC1=C2C(O)=CC(CCCCC)=C1
283,DB00471,Montelukast,approved,OC(=O)CC1(CC1)CS[C@H](CCC1=CC=CC=C1C(O)(C)C)C1=CC=CC(\C=C\C2=NC3=C(C=CC(Cl)=C3)C=C2)=C1
284,DB00472,Fluoxetine,approved; vet_approved,CNCCC(OC1=CC=C(C=C1)C(F)(F)F)C1=CC=CC=C1
285,DB00474,Methohexital,approved,CCC#CC(C)C1(CC=C)C(=O)NC(=O)N(C)C1=O
286,DB00475,Chlordiazepoxide,approved; illicit; investigational,CNC1=NC2=C(C=C(Cl)C=C2)C(C2=CC=CC=C2)=[N+]([O-])C1
287,DB00476,Duloxetine,approved,CNCC[C@H](OC1=CC=CC2=CC=CC=C12)C1=CC=CS1
288,DB00477,Chlorpromazine,approved; investigational; vet_approved,CN(C)CCCN1C2=CC=CC=C2SC2=C1C=C(Cl)C=C2
289,DB00479,Amikacin,approved; investigational; vet_approved,NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O
290,DB00480,Lenalidomide,approved,NC1=CC=CC2=C1CN(C1CCC(=O)NC1=O)C2=O
291,DB00481,Raloxifene,approved; investigational,OC1=CC=C(C=C1)C1=C(C(=O)C2=CC=C(OCCN3CCCCC3)C=C2)C2=C(S1)C=C(O)C=C2
292,DB00482,Celecoxib,approved; investigational,CC1=CC=C(C=C1)C1=CC(=NN1C1=CC=C(C=C1)S(N)(=O)=O)C(F)(F)F
293,DB00483,Gallamine triethiodide,approved,[I-].[I-].[I-].CC[N+](CC)(CC)CCOC1=CC=CC(OCC[N+](CC)(CC)CC)=C1OCC[N+](CC)(CC)CC
294,DB00484,Brimonidine,approved,BrC1=C(NC2=NCCN2)C=CC2=NC=CN=C12
295,DB00485,Dicloxacillin,approved; investigational; vet_approved,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1=C(C)ON=C1C1=C(Cl)C=CC=C1Cl)C(O)=O
296,DB00486,Nabilone,approved; investigational,[H][C@@]12CC(=O)CC[C@@]1([H])C(C)(C)OC1=CC(=CC(O)=C21)C(C)(C)CCCCCC
297,DB00487,Pefloxacin,approved,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCN(C)CC1
298,DB00488,Altretamine,approved,CN(C)C1=NC(=NC(=N1)N(C)C)N(C)C
299,DB00489,Sotalol,approved,CC(C)NCC(O)C1=CC=C(NS(C)(=O)=O)C=C1
300,DB00490,Buspirone,approved; investigational,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(CC1)C1=NC=CC=N1
301,DB00491,Miglitol,approved,OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO
302,DB00492,Fosinopril,approved,CCC(=O)O[C@@H](OP(=O)(CCCCC1=CC=CC=C1)CC(=O)N1C[C@@H](C[C@H]1C(O)=O)C1CCCCC1)C(C)C
303,DB00493,Cefotaxime,approved,[H][C@]12SCC(COC(C)=O)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=CSC(N)=N1)C(O)=O
304,DB00494,Entacapone,approved; investigational,CCN(CC)C(=O)C(=C\C1=CC(=C(O)C(O)=C1)[N+]([O-])=O)\C#N
305,DB00495,Zidovudine,approved,CC1=CN([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)C(=O)NC1=O
306,DB00496,Darifenacin,approved; investigational,NC(=O)C([C@@H]1CCN(CCC2=CC3=C(OCC3)C=C2)C1)(C1=CC=CC=C1)C1=CC=CC=C1
307,DB00497,Oxycodone,approved; illicit; investigational,COC1=C2O[C@H]3C(=O)CC[C@@]4(O)[C@H]5CC(C=C1)=C2[C@@]34CCN5C
308,DB00498,Phenindione,approved; investigational,O=C1C(C(=O)C2=CC=CC=C12)C1=CC=CC=C1
309,DB00499,Flutamide,approved; investigational,CC(C)C(=O)NC1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F
310,DB00500,Tolmetin,approved,CN1C(CC(O)=O)=CC=C1C(=O)C1=CC=C(C)C=C1
311,DB00501,Cimetidine,approved; investigational,CN\C(NCCSCC1=C(C)NC=N1)=N\C#N
312,DB00502,Haloperidol,approved,OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC=C(Cl)C=C1
313,DB00503,Ritonavir,approved; investigational,CC(C)[C@H](NC(=O)N(C)CC1=CSC(=N1)C(C)C)C(=O)N[C@H](C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)OCC1=CN=CS1)CC1=CC=CC=C1
314,DB00504,Levallorphan,approved,[H][C@@]12CCCC[C@@]11CCN(CC=C)[C@@H]2CC2=C1C=C(O)C=C2
315,DB00508,Triflupromazine,approved; vet_approved,CN(C)CCCN1C2=CC=CC=C2SC2=C1C=C(C=C2)C(F)(F)F
316,DB00511,Acetyldigitoxin,approved,[H][C@@]1(CC[C@]2(O)[C@]3([H])CC[C@]4([H])C[C@H](CC[C@]4(C)[C@@]3([H])CC[C@]12C)O[C@H]1C[C@H](O)[C@H](O[C@H]2C[C@H](O)[C@H](O[C@H]3C[C@H](OC(C)=O)[C@H](O)[C@@H](C)O3)[C@@H](C)O2)[C@@H](C)O1)C1=CC(=O)OC1
317,DB00512,Vancomycin,approved,CN[C@H](CC(C)C)C(=O)N[C@@H]1[C@H](O)C2=CC=C(OC3=C(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@H]4C[C@](C)(N)[C@H](O)[C@H](C)O4)C4=CC(=C3)[C@@H](NC(=O)[C@H](CC(N)=O)NC1=O)C(=O)N[C@@H]1C3=CC(=C(O)C=C3)C3=C(O)C=C(O)C=C3[C@H](NC(=O)[C@@H](NC1=O)[C@H](O)C1=CC(Cl)=C(O4)C=C1)C(O)=O)C(Cl)=C2
318,DB00513,Aminocaproic acid,approved; investigational,NCCCCCC(O)=O
319,DB00514,Dextromethorphan,approved,[H][C@]12CCCC[C@]11CCN(C)[C@H]2CC2=C1C=C(OC)C=C2
320,DB00515,Cisplatin,approved,[H][N]([H])([H])[Pt](Cl)(Cl)[N]([H])([H])[H]
321,DB00517,Anisotropine methylbromide,approved,[Br-].CCCC(CCC)C(=O)O[C@H]1CC2CCC(C1)[N+]2(C)C
322,DB00518,Albendazole,approved; vet_approved,CCCSC1=CC2=C(C=C1)N=C(NC(=O)OC)N2
323,DB00519,Trandolapril,approved,[H][C@@]12C[C@H](N(C(=O)[C@H](C)N[C@@H](CCC3=CC=CC=C3)C(=O)OCC)[C@@]1([H])CCCC2)C(O)=O
324,DB00520,Caspofungin,approved,[H][C@@]12C[C@@H](O)CN1C(=O)[C@@H](NC(=O)[C@]([H])(C[C@@H](O)[C@@H](NCCN)NC(=O)[C@@H]1[C@@H](O)CCN1C(=O)[C@@H](NC(=O)[C@@H](NC2=O)[C@H](O)[C@@H](O)C1=CC=C(O)C=C1)[C@H](O)CCN)NC(=O)CCCCCCCC[C@@H](C)C[C@@H](C)CC)[C@@H](C)O
325,DB00521,Carteolol,approved,CC(C)(C)NCC(O)COC1=CC=CC2=C1CCC(=O)N2
326,DB00523,Alitretinoin,approved; investigational,C\C(\C=C\C1=C(C)CCCC1(C)C)=C\C=C\C(\C)=C\C(O)=O
327,DB00524,Metolazone,approved,CC1NC2=CC(Cl)=C(C=C2C(=O)N1C1=CC=CC=C1C)S(N)(=O)=O
328,DB00525,Tolnaftate,approved; investigational; vet_approved,CN(C(=S)OC1=CC2=CC=CC=C2C=C1)C1=CC=CC(C)=C1
329,DB00526,Oxaliplatin,approved; investigational,[H][N]1([H])[C@@H]2CCCC[C@H]2[N]([H])([H])[Pt]11OC(=O)C(=O)O1
330,DB00527,Cinchocaine,approved; vet_approved,CCCCOC1=NC2=CC=CC=C2C(=C1)C(=O)NCCN(CC)CC
331,DB00528,Lercanidipine,approved; investigational,COC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC(C)(C)CN(C)CCC(C1=CC=CC=C1)C1=CC=CC=C1
332,DB00529,Foscarnet,approved,OC(=O)P(O)(O)=O
333,DB00530,Erlotinib,approved; investigational,COCCOC1=CC2=C(C=C1OCCOC)C(NC1=CC(=CC=C1)C#C)=NC=N2
334,DB00531,Cyclophosphamide,approved; investigational,ClCCN(CCCl)P1(=O)NCCCO1
335,DB00535,Cefdinir,approved,[H][C@]12SCC(C=C)=C(N1C(=O)[C@H]2NC(=O)C(=N/O)\C1=CSC(N)=N1)C(O)=O
336,DB00537,Ciprofloxacin,approved; investigational,OC(=O)C1=CN(C2CC2)C2=CC(N3CCNCC3)=C(F)C=C2C1=O
337,DB00539,Toremifene,approved; investigational,CN(C)CCOC1=CC=C(C=C1)C(=C(\CCCl)C1=CC=CC=C1)\C1=CC=CC=C1
338,DB00540,Nortriptyline,approved,CNCCC=C1C2=CC=CC=C2CCC2=CC=CC=C12
339,DB00541,Vincristine,approved; investigational,[H][C@@]12N3CC[C@@]11C4=C(C=C(OC)C(=C4)[C@]4(C[C@H]5C[N@](C[C@](O)(CC)C5)CCC5=C4NC4=CC=CC=C54)C(=O)OC)N(C=O)[C@@]1([H])[C@](O)([C@H](OC(C)=O)[C@]2(CC)C=CC3)C(=O)OC
340,DB00542,Benazepril,approved; investigational,[H][C@@]1(CCC2=CC=CC=C2N(CC(O)=O)C1=O)N[C@@H](CCC1=CC=CC=C1)C(=O)OCC
341,DB00543,Amoxapine,approved,ClC1=CC2=C(OC3=CC=CC=C3N=C2N2CCNCC2)C=C1
342,DB00544,Fluorouracil,approved,FC1=CNC(=O)NC1=O
343,DB00545,Pyridostigmine,approved; investigational,CN(C)C(=O)OC1=C[N+](C)=CC=C1
344,DB00546,Adinazolam,experimental,CN(C)CC1=NN=C2CN=C(C3=CC=CC=C3)C3=C(C=CC(Cl)=C3)N12
345,DB00547,Desoximetasone,approved,[H][C@@]12C[C@@H](C)[C@H](C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C
346,DB00548,Azelaic acid,approved,OC(=O)CCCCCCCC(O)=O
